,tile_names,xs,ys,incorrect_chip_paths
686,m_2908909_nw_16_060_20190707.tif,20,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000471.jpg
687,m_2908909_nw_16_060_20190707.tif,21,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000472.jpg
688,m_2908909_nw_16_060_20190707.tif,21,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000472.jpg
689,m_2908909_nw_16_060_20190707.tif,22,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000473.jpg
690,m_2908909_nw_16_060_20190707.tif,22,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000473.jpg
691,m_2908909_nw_16_060_20190707.tif,17,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000493.jpg
692,m_2908909_nw_16_060_20190707.tif,17,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000493.jpg
693,m_2908909_nw_16_060_20190707.tif,18,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000494.jpg
694,m_2908909_nw_16_060_20190707.tif,18,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000494.jpg
695,m_2908909_nw_16_060_20190707.tif,19,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000495.jpg
696,m_2908909_nw_16_060_20190707.tif,19,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000495.jpg
697,m_2908909_nw_16_060_20190707.tif,20,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000496.jpg
698,m_2908909_nw_16_060_20190707.tif,20,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000496.jpg
699,m_2908909_nw_16_060_20190707.tif,21,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000497.jpg
700,m_2908909_nw_16_060_20190707.tif,21,19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908909_nw_16_060_20190707_000497.jpg
701,m_2908917_nw_16_060_20190707.tif,2,21,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_nw_16_060_20190707_000528.jpg
702,m_2908917_nw_16_060_20190707.tif,2,21,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_nw_16_060_20190707_000528.jpg
703,m_2908917_sw_16_060_20190707.tif,11,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000012.jpg
704,m_2908917_sw_16_060_20190707.tif,11,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000012.jpg
705,m_2908917_sw_16_060_20190707.tif,12,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000013.jpg
706,m_2908917_sw_16_060_20190707.tif,12,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000013.jpg
707,m_2908917_sw_16_060_20190707.tif,13,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000014.jpg
708,m_2908917_sw_16_060_20190707.tif,13,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000014.jpg
709,m_2908917_sw_16_060_20190707.tif,14,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000015.jpg
710,m_2908917_sw_16_060_20190707.tif,14,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000015.jpg
711,m_2908917_sw_16_060_20190707.tif,15,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000016.jpg
712,m_2908917_sw_16_060_20190707.tif,15,0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000016.jpg
713,m_2908917_sw_16_060_20190707.tif,7,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000034.jpg
714,m_2908917_sw_16_060_20190707.tif,8,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000035.jpg
715,m_2908917_sw_16_060_20190707.tif,11,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000038.jpg
716,m_2908917_sw_16_060_20190707.tif,11,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000038.jpg
717,m_2908917_sw_16_060_20190707.tif,12,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000039.jpg
718,m_2908917_sw_16_060_20190707.tif,12,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000039.jpg
719,m_2908917_sw_16_060_20190707.tif,13,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000040.jpg
720,m_2908917_sw_16_060_20190707.tif,13,1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000040.jpg
721,m_2908917_sw_16_060_20190707.tif,5,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000058.jpg
722,m_2908917_sw_16_060_20190707.tif,5,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000058.jpg
723,m_2908917_sw_16_060_20190707.tif,6,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000059.jpg
724,m_2908917_sw_16_060_20190707.tif,6,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000059.jpg
725,m_2908917_sw_16_060_20190707.tif,7,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000060.jpg
726,m_2908917_sw_16_060_20190707.tif,8,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000061.jpg
727,m_2908917_sw_16_060_20190707.tif,10,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000063.jpg
728,m_2908917_sw_16_060_20190707.tif,11,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000064.jpg
729,m_2908917_sw_16_060_20190707.tif,11,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000064.jpg
730,m_2908917_sw_16_060_20190707.tif,12,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000065.jpg
731,m_2908917_sw_16_060_20190707.tif,12,2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000065.jpg
732,m_2908917_sw_16_060_20190707.tif,3,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000082.jpg
733,m_2908917_sw_16_060_20190707.tif,3,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000082.jpg
734,m_2908917_sw_16_060_20190707.tif,4,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000083.jpg
735,m_2908917_sw_16_060_20190707.tif,4,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000083.jpg
736,m_2908917_sw_16_060_20190707.tif,6,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000085.jpg
737,m_2908917_sw_16_060_20190707.tif,6,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000085.jpg
738,m_2908917_sw_16_060_20190707.tif,7,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000086.jpg
739,m_2908917_sw_16_060_20190707.tif,10,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000089.jpg
740,m_2908917_sw_16_060_20190707.tif,10,3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000089.jpg
741,m_2908917_sw_16_060_20190707.tif,0,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000105.jpg
742,m_2908917_sw_16_060_20190707.tif,0,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000105.jpg
743,m_2908917_sw_16_060_20190707.tif,3,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000108.jpg
744,m_2908917_sw_16_060_20190707.tif,3,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000108.jpg
745,m_2908917_sw_16_060_20190707.tif,5,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000110.jpg
746,m_2908917_sw_16_060_20190707.tif,5,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000110.jpg
747,m_2908917_sw_16_060_20190707.tif,6,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000111.jpg
748,m_2908917_sw_16_060_20190707.tif,6,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000111.jpg
749,m_2908917_sw_16_060_20190707.tif,7,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000112.jpg
750,m_2908917_sw_16_060_20190707.tif,8,4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000113.jpg
751,m_2908917_sw_16_060_20190707.tif,2,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000133.jpg
752,m_2908917_sw_16_060_20190707.tif,2,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000133.jpg
753,m_2908917_sw_16_060_20190707.tif,3,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000134.jpg
754,m_2908917_sw_16_060_20190707.tif,3,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000134.jpg
755,m_2908917_sw_16_060_20190707.tif,4,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000135.jpg
756,m_2908917_sw_16_060_20190707.tif,4,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000135.jpg
757,m_2908917_sw_16_060_20190707.tif,5,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000136.jpg
758,m_2908917_sw_16_060_20190707.tif,5,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000136.jpg
759,m_2908917_sw_16_060_20190707.tif,6,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000137.jpg
760,m_2908917_sw_16_060_20190707.tif,6,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000137.jpg
761,m_2908917_sw_16_060_20190707.tif,7,5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000138.jpg
762,m_2908917_sw_16_060_20190707.tif,1,6,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000158.jpg
763,m_2908917_sw_16_060_20190707.tif,1,6,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000158.jpg
764,m_2908917_sw_16_060_20190707.tif,3,6,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000160.jpg
765,m_2908917_sw_16_060_20190707.tif,3,6,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000160.jpg
766,m_2908917_sw_16_060_20190707.tif,1,7,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000184.jpg
767,m_2908917_sw_16_060_20190707.tif,1,7,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000184.jpg
768,m_2908917_sw_16_060_20190707.tif,20,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000411.jpg
769,m_2908917_sw_16_060_20190707.tif,20,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000411.jpg
770,m_2908917_sw_16_060_20190707.tif,17,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000434.jpg
771,m_2908917_sw_16_060_20190707.tif,17,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000434.jpg
772,m_2908917_sw_16_060_20190707.tif,18,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000435.jpg
773,m_2908917_sw_16_060_20190707.tif,18,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000435.jpg
774,m_2908917_sw_16_060_20190707.tif,19,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000436.jpg
775,m_2908917_sw_16_060_20190707.tif,19,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000436.jpg
776,m_2908917_sw_16_060_20190707.tif,16,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000459.jpg
777,m_2908917_sw_16_060_20190707.tif,16,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000459.jpg
778,m_2908917_sw_16_060_20190707.tif,17,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000460.jpg
779,m_2908917_sw_16_060_20190707.tif,17,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000460.jpg
780,m_2908917_sw_16_060_20190707.tif,15,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000484.jpg
781,m_2908917_sw_16_060_20190707.tif,15,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000484.jpg
782,m_2908917_sw_16_060_20190707.tif,16,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000485.jpg
783,m_2908917_sw_16_060_20190707.tif,16,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000485.jpg
784,m_2908917_sw_16_060_20190707.tif,17,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000486.jpg
785,m_2908917_sw_16_060_20190707.tif,17,18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29089_m_2908917_sw_16_060_20190707_000486.jpg
786,m_2909002_nw_15_060_20190707.tif,15,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000366.jpg
787,m_2909002_nw_15_060_20190707.tif,15,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000366.jpg
788,m_2909002_nw_15_060_20190707.tif,16,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000367.jpg
789,m_2909002_nw_15_060_20190707.tif,16,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000367.jpg
790,m_2909002_nw_15_060_20190707.tif,14,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000390.jpg
791,m_2909002_nw_15_060_20190707.tif,14,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000390.jpg
792,m_2909002_nw_15_060_20190707.tif,15,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000391.jpg
793,m_2909002_nw_15_060_20190707.tif,15,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_29090_m_2909002_nw_15_060_20190707_000391.jpg
794,m_2909006_nw_15_060_20190707.tif,14,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29090_m_2909006_nw_15_060_20190707_000440.jpg
