X,Y,FID,Company,Site,State_Name,PADD,LONGITUDE,LATITUDE,Source
-89.287404,43.013365,216,US VENTURE INC,MADISON BUCKEYE,Wisconsin,2,-89.287404,43.013365,EIA815
-87.897551,43.013821,217,US VENTURE INC,JONES ISLAND,Wisconsin,2,-87.897551,43.013821,EIA815
-90.491501,41.525285,218,US VENTURE INC,BETTENDORF,Iowa,2,-90.491501,41.525285,EIA815
-96.375512,30.654164,219,US VENTURE INC,BRYAN,Texas,3,-96.375512,30.654164,EIA815
-97.350086,32.816743,220,US VENTURE INC,FORT WORTH,Texas,3,-97.350086,32.816743,EIA815
-87.995805,44.530861,221,US VENTURE INC,GREEN BAY QUINCY,Wisconsin,2,-87.995805,44.530861,EIA815
-95.41685,29.947566,222,US VENTURE INC,HOUSTON,Texas,3,-95.41685,29.947566,EIA815
-83.802553,45.415536,223,US VENTURE INC,ROGERS CITY,Michigan,2,-83.802553,45.415536,EIA815
-88.044051,43.183347,224,US VENTURE INC,MILWAUKEE WEST,Wisconsin,2,-88.044051,43.183347,EIA815
-86.32712,39.81438,225,US VENTURE INC,INDIANAPOLIS,Indiana,2,-86.32712,39.81438,EIA815
-88.02307,44.54384,226,US VENTURE INC,GREEN BAY HURLBUT NORTH,Wisconsin,2,-88.02307,44.54384,EIA815
-89.943359,29.93052,227,VRM,MERAUX,Louisiana,3,-89.943359,29.93052,EIA815
-90.166171,35.129876,228,PREMCOR REFINING GROUP INC,W MEMPHIS,Arkansas,3,-90.166171,35.129876,EIA815
-97.0381,37.0619,229,PREMCOR REFINING GROUP INC,ARK CITY,Kansas,2,-97.0381,37.0619,EIA815
-94.058333,29.975,230,PREMCOR REFINING GROUP INC,FANNETT,Texas,3,-94.058333,29.975,EIA815
-87.503165,41.639306,231,VALERO TERMINALING & DISTR CO,HAMMOND,Indiana,2,-87.503165,41.639306,EIA815
-87.709797,41.654939,232,VALERO TERMINALING & DISTR CO,BLUE ISLAND,Illinois,2,-87.709797,41.654939,EIA815
-85.834283,38.223445,233,VALERO TERMINALING AND DISTR CO,LOUISVILLE,Kentucky,2,-85.834283,38.223445,EIA815
-84.539734,38.060903,234,VALERO TERMINALING AND DISTR CO,LEXINGTON,Kentucky,2,-84.539734,38.060903,EIA815
-97.469831,30.606601,235,V-TEX LOGISTICS LLC,TAYLOR TERMINAL,Texas,3,-97.469831,30.606601,EIA815
-95.574359,30.859934,236,V-TEX LOGISTICS LLC,HEARNE TERMINAL,Texas,3,-95.574359,30.859934,EIA815
-73.932024,40.714107,237,BAYSIDE FUEL OIL DEPOT CORP,GRAND STREET,New York,1,-73.932024,40.714107,EIA815
-73.99579,40.59265,238,BAYSIDE FUEL OIL DEPOT CORP,SHORE PARKWAY,New York,1,-73.99579,40.59265,EIA815
-73.998338,40.673543,239,BAYSIDE FUEL OIL DEPOT CORP,SMITH STREET,New York,1,-73.998338,40.673543,EIA815
-83.111327,39.965769,240,BENCHMARK BIODIESEL INC,BENCHMARK BIODIESEL,Ohio,2,-83.111327,39.965769,EIA815
-70.8025,43.104722,241,SEA-3 LLC,NEWINGTON,New Hampshire,1,-70.8025,43.104722,EIA815
-71.384833,41.791056,242,SEA-3 PROVIDENCE LLC,PROVIDENCE,Rhode Island,1,-71.384833,41.791056,EIA815
-104.936281,39.80392,243,BKEP MATERIALS LLC,DENVER-C,Colorado,4,-104.936281,39.80392,EIA815
-75.12803,39.89551,244,BKEP MATERIALS LLC,GLOUCESTER CITY NJ,New Jersey,1,-75.12803,39.89551,EIA815
-98.323098,40.975865,245,BKEP MATERIALS LLC,GRAND ISLAND NE,Nebraska,2,-98.323098,40.975865,EIA815
-108.568314,39.060183,246,BKEP MATERIALS LLC,GRAND JCT PLANT,Colorado,4,-108.568314,39.060183,EIA815
-90.096456,35.104128,247,BKEP MATERIALS LLC,MEMPHIS TN,Tennessee,2,-90.096456,35.104128,EIA815
-76.417404,36.969948,248,BKEP MATERIALS LLC,NEWPORT NEWS VA,Virginia,1,-76.417404,36.969948,EIA815
-104.618579,38.267163,249,BKEP MATERIALS LLC,PUEBLO CO,Colorado,4,-104.618579,38.267163,EIA815
-77.265047,38.559555,250,BKEP MATERIALS LLC,DUMFRIES,Virginia,1,-77.265047,38.559555,EIA815
-77.95074,34.18201,251,BKEP MATERIALS LLC,WILMINGTON,North Carolina,1,-77.95074,34.18201,EIA815
-90.253354,38.549995,252,BKEP MATERIALS LLC,ST LOUIS MO,Missouri,2,-90.253354,38.549995,EIA815
-84.613573,30.897058,253,BKEP MATERIALS LLC,BAINBRIDGE,Georgia,1,-84.613573,30.897058,EIA815
-95.621277,36.171971,254,BKEP MATERIALS LLC,CATOOSA AC,Oklahoma,2,-95.621277,36.171971,EIA815
-95.736197,36.241418,255,BKEP MATERIALS LLC,CATOOSA PORT 33,Oklahoma,2,-95.736197,36.241418,EIA815
-95.30257,35.78588,256,BKEP MATERIALS LLC,PORT OF MUSKOGEE,Oklahoma,2,-95.30257,35.78588,EIA815
-95.304083,35.742102,257,BKEP MATERIALS LLC,MUSKOGEE,Oklahoma,2,-95.304083,35.742102,EIA815
-97.382878,25.963606,258,BLUEWING ONE LLC,BLUEWING ONE LLC,Texas,3,-97.382878,25.963606,EIA815
-97.380697,25.960946,259,BLUEWING ROYAL LLC,BLUEWING ROYAL BROWNSVILLE,Texas,3,-97.380697,25.960946,EIA815
-91.268162,30.32473,260,BOARDWALK LOUISIANA MIDSTREAM LLC,CHOCTAW,Louisiana,3,-91.268162,30.32473,EIA815
-93.411944,30.241389,261,BOARDWALK LOUISIANA MIDSTREAM LLC,SULPHUR,Louisiana,3,-93.411944,30.241389,EIA815
-84.565869,39.080422,262,BP OIL,BROMLEY TERMINAL KY,Kentucky,2,-84.565869,39.080422,EIA815
-90.787228,42.481714,263,BP PRODUCTS NORTH AMERICA,DUBUQUE,Iowa,2,-90.787228,42.481714,EIA815
-91.221193,30.441154,264,BP LUBRICANTS USA INC,BP LUBES BATON ROUGE,Louisiana,3,-91.221193,30.441154,EIA815
-158.482561,59.037494,265,BRISTOL ALLIANCE FUELS LLC,DILLINGHAM TANK FARM,Alaska,5,-158.482561,59.037494,EIA815
-158.466741,59.039252,266,BRISTOL ALLIANCE FUELS LLC,DILLINGHAM DOWNTOWN TANK FARM,Alaska,5,-158.466741,59.039252,EIA815
-156.937589,58.746595,267,BRISTOL ALLIANCE FUELS LLC,NAKNEK TANK FARM,Alaska,5,-156.937589,58.746595,EIA815
-89.69892,36.221566,268,OAKMAR TERMINAL LLC,OAKMAR,Missouri,2,-89.69892,36.221566,EIA815
-92.223027,34.750334,269,OAKLEY FUELS INC,OAKLEY FUELS INC,Arkansas,3,-92.223027,34.750334,EIA815
-86.267521,41.628766,270,BUCKEYE TERMINALS LLC,SOUTH BEND,Indiana,2,-86.267521,41.628766,EIA815
-90.19808,38.680165,271,BUCKEYE TERMINALS LLC,ST LOUIS NORTH,Missouri,2,-90.19808,38.680165,EIA815
-87.826356,41.762281,272,BUCKEYE TERMINALS LLC,ARGO TERMINAL,Illinois,2,-87.826356,41.762281,EIA815
-84.643848,39.089043,273,BUCKEYE TERMINALS LLC,CINCINNATI TERMINAL,Ohio,2,-84.643848,39.089043,EIA815
-89.173528,42.258161,274,BUCKEYE TERMINALS LLC,ROCKFORD,Illinois,2,-89.173528,42.258161,EIA815
-88.519907,39.174982,275,BUCKEYE TERMINALS LLC,EFFINGHAM,Illinois,2,-88.519907,39.174982,EIA815
-89.103956,39.840779,276,BUCKEYE TERMINALS LLC,HARRISTOWN,Illinois,2,-89.103956,39.840779,EIA815
-86.22983,43.084583,277,BUCKEYE TERMINALS LLC,FERRYSBURG,Michigan,2,-86.22983,43.084583,EIA815
-84.133728,40.708581,278,BUCKEYE TERMINALS LLC,LIMA SOUTH,Ohio,2,-84.133728,40.708581,EIA815
-84.158772,39.787908,279,BUCKEYE TERMINALS LLC,DAYTON,Ohio,2,-84.158772,39.787908,EIA815
-85.365534,40.277078,280,BUCKEYE TERMINALS LLC,MUNCIE,Indiana,2,-85.365534,40.277078,EIA815
-81.685153,41.48766,281,BUCKEYE TERMINALS LLC,CLEVELAND,Ohio,2,-81.685153,41.48766,EIA815
-84.963787,42.249834,282,BUCKEYE TERMINALS LLC,MARSHALL,Michigan,2,-84.963787,42.249834,EIA815
-86.252619,39.92546,283,BUCKEYE TERMINALS LLC,ZIONSVILLE,Indiana,2,-86.252619,39.92546,EIA815
-83.097326,39.966873,284,BUCKEYE TERMINALS LLC,COLUMBUS,Ohio,2,-83.097326,39.966873,EIA815
-75.539104,40.0405,285,BUCKEYE TERMINALS LLC,MALVERN,Pennsylvania,1,-75.539104,40.0405,EIA815
-75.538069,40.51719,286,BUCKEYE TERMINALS LLC,MACUNGIE,Pennsylvania,1,-75.538069,40.51719,EIA815
-87.465233,41.609982,287,BUCKEYE TERMINALS LLC,EAST HAMMOND,Indiana,2,-87.465233,41.609982,EIA815
-76.140517,43.237779,288,BUCKEYE TERMINALS LLC,BREWERTON TERMINAL,New York,1,-76.140517,43.237779,EIA815
-75.253387,43.132259,289,BUCKEYE TERMINALS LLC,MARCY TERMINAL,New York,1,-75.253387,43.132259,EIA815
-77.656115,43.130904,290,BUCKEYE TERMINALS LLC,ROCHESTER NORTH TERMINAL,New York,1,-77.656115,43.130904,EIA815
-75.218518,43.106975,291,BUCKEYE TERMINALS LLC,UTICA TERMINAL,New York,1,-75.218518,43.106975,EIA815
-76.005025,42.099763,292,BUCKEYE TERMINALS LLC,VESTAL TERMINAL,New York,1,-76.005025,42.099763,EIA815
-78.831353,42.865819,293,BUCKEYE TERMINALS LLC,BUFFALO TERMINAL,New York,1,-78.831353,42.865819,EIA815
-77.653955,43.130902,294,BUCKEYE TERMINALS LLC,ROCHESTER II SOUTH,New York,1,-77.653955,43.130902,EIA815
-84.116395,40.726272,295,BUCKEYE TERMINALS LLC,LIMA NORTH,Ohio,2,-84.116395,40.726272,EIA815
-83.141406,42.282755,296,BUCKEYE TERMINALS LLC,DETROIT TERMINAL,Michigan,2,-83.141406,42.282755,EIA815
-83.673934,43.06315,297,BUCKEYE TERMINALS LLC,FLINT TERMINAL,Michigan,2,-83.673934,43.06315,EIA815
-86.254726,41.787193,298,BUCKEYE TERMINALS LLC,NILES TERMINAL,Michigan,2,-86.254726,41.787193,EIA815
-86.254566,41.798668,299,BUCKEYE TERMINALS LLC,NILES WEST TERMINAL,Michigan,2,-86.254566,41.798668,EIA815
-86.32709,39.812352,300,BUCKEYE TERMINALS LLC,RACEWAY TERMINAL,Indiana,2,-86.32709,39.812352,EIA815
-83.274836,42.255317,301,BUCKEYE TERMINALS LLC,TAYLOR EAST TERMINAL,Michigan,2,-83.274836,42.255317,EIA815
-83.232638,42.139888,302,BUCKEYE TERMINALS LLC,WOODHAVEN TERMINAL,Michigan,2,-83.232638,42.139888,EIA815
-72.64935,41.718237,303,BUCKEYE TERMINALS LLC,WETHERSFIELD TERMINAL,Connecticut,1,-72.64935,41.718237,EIA815
-87.46729,41.639264,304,BUCKEYE TERMINALS LLC,EAST CHICAGO TERMINAL,Indiana,2,-87.46729,41.639264,EIA815
-87.865758,41.1228,305,BUCKEYE TERMINALS LLC,KANKAKEE TERMINAL,Illinois,2,-87.865758,41.1228,EIA815
-92.070009,30.576767,306,BUCKEYE TERMINALS LLC,OPELOUSAS LA,Louisiana,3,-92.070009,30.576767,EIA815
-94.444129,39.11933,307,BUCKEYE TERMINALS LLC,SUGAR CREEK,Missouri,2,-94.444129,39.11933,EIA815
-86.115233,41.753562,308,BUCKEYE TERMINALS LLC,GRANGER,Indiana,2,-86.115233,41.753562,EIA815
-83.12184,42.275502,309,BUCKEYE TERMINALS LLC,RIVER ROUGE,Michigan,2,-83.12184,42.275502,EIA815
-79.543159,40.299245,310,BUCKEYE TERMINALS LLC,GREENSBURG,Pennsylvania,1,-79.543159,40.299245,EIA815
-86.329418,39.807975,311,BUCKEYE TERMINALS LLC,INDIANAPOLIS,Indiana,2,-86.329418,39.807975,EIA815
-82.02082,41.30576,312,BUCKEYE TERMINALS LLC,LORAIN,Ohio,2,-82.02082,41.30576,EIA815
-80.149796,40.506668,313,BUCKEYE TERMINALS LLC,PITTSBURGH,Pennsylvania,1,-80.149796,40.506668,EIA815
-88.044059,43.183,314,BUCKEYE TERMINALS LLC,GRANVILLE,Wisconsin,2,-88.044059,43.183,EIA815
-83.530259,41.664799,315,BUCKEYE TERMINALS LLC,WEST TOLEDO,Ohio,2,-83.530259,41.664799,EIA815
-83.092884,39.960367,316,BUCKEYE TERMINALS LLC,COLUMBUS SOUTH,Ohio,2,-83.092884,39.960367,EIA815
-85.830987,38.235818,317,BUCKEYE TERMINALS LLC,LOUISVILLE,Kentucky,2,-85.830987,38.235818,EIA815
-90.489403,41.52534,318,BUCKEYE TERMINALS LLC,BETTENDORF,Iowa,2,-90.489403,41.52534,EIA815
-91.634337,41.783262,319,BUCKEYE TERMINALS LLC,CEDAR RAPIDS,Iowa,2,-91.634337,41.783262,EIA815
-93.615659,41.58979,320,BUCKEYE TERMINALS LLC,DES MOINES,Iowa,2,-93.615659,41.58979,EIA815
-77.27557,38.848,321,BUCKEYE TERMINALS LLC,FAIRFAX,Virginia,1,-77.27557,38.848,EIA815
-81.654564,41.433765,322,BUCKEYE TERMINALS LLC,CUYAHOGA,Ohio,2,-81.654564,41.433765,EIA815
-77.430396,37.503848,323,BUCKEYE TERMINALS LLC,RICHMOND,Virginia,1,-77.430396,37.503848,EIA815
-95.833648,41.217953,324,BUCKEYE TERMINALS LLC,COUNCIL BLUFF,Iowa,2,-95.833648,41.217953,EIA815
-81.865734,34.923989,325,BUCKEYE TERMINALS LLC,SPARTANBURG,South Carolina,1,-81.865734,34.923989,EIA815
-82.489429,34.56241,326,BUCKEYE TERMINALS LLC,BELTON,South Carolina,1,-82.489429,34.56241,EIA815
-86.852938,33.477535,327,BUCKEYE TERMINALS LLC,BIRMINGHAM,Alabama,3,-86.852938,33.477535,EIA815
-81.355799,40.789488,328,BUCKEYE TERMINALS LLC,CANTON,Ohio,2,-81.355799,40.789488,EIA815
-84.260687,42.167286,329,BUCKEYE TERMINALS LLC,NAPOLEON,Michigan,2,-84.260687,42.167286,EIA815
-86.34974,32.285488,330,BUCKEYE TERMINALS LLC,MONTGOMERY,Alabama,3,-86.34974,32.285488,EIA815
-80.73267,41.200105,331,BUCKEYE TERMINALS LLC,WARREN,Ohio,2,-80.73267,41.200105,EIA815
-81.954249,33.596579,332,BUCKEYE TERMINALS LLC,NORTH AUGUSTA,South Carolina,1,-81.954249,33.596579,EIA815
-82.442243,27.932154,333,BUCKEYE TERMINALS LLC,TAMPA SOUTH TERMINAL,Florida,1,-82.442243,27.932154,EIA815
-83.30817,42.244675,334,BUCKEYE TERMINALS LLC,DEARBORN,Michigan,2,-83.30817,42.244675,EIA815
-92.179119,40.99878,335,BUCKEYE TERMINALS LLC,OTTUMWA,Iowa,2,-92.179119,40.99878,EIA815
-68.7803,44.781,336,BUCKEYE TERMINALS LLC,BANGOR - BAN1,Maine,1,-68.7803,44.781,EIA815
-74.262635,40.534765,337,BUCKEYE TERMINALS LLC,PERTH AMBOY,New Jersey,1,-74.262635,40.534765,EIA815
-73.979568,41.564717,338,BUCKEYE TERMINALS LLC,ROSETON,New York,1,-73.979568,41.564717,EIA815
-80.127173,26.096764,339,BUCKEYE TERMINALS LLC,FORT LAUDERDALE,Florida,1,-80.127173,26.096764,EIA815
-76.298135,36.785022,340,BUCKEYE TERMINALS LLC,CHESAPEAKE,Virginia,1,-76.298135,36.785022,EIA815
-77.679066,43.164689,341,BUCKEYE TERMINALS LLC,ROCHESTER WEST,New York,1,-77.679066,43.164689,EIA815
-79.972821,32.888827,342,BUCKEYE TERMINALS LLC,CHARLESTON,South Carolina,1,-79.972821,32.888827,EIA815
-77.946752,34.218689,343,BUCKEYE TERMINALS LLC,WILMINGTON,North Carolina,1,-77.946752,34.218689,EIA815
-74.286969,40.51386,344,BUCKEYE TERMINALS LLC,RARITAN BAY,New Jersey,1,-74.286969,40.51386,EIA815
-74.25016,40.564958,345,BUCKEYE TERMINALS LLC,PORT READING,New Jersey,1,-74.25016,40.564958,EIA815
-81.595373,30.416574,346,BUCKEYE TERMINALS LLC,JACKSONVILLE,Florida,1,-81.595373,30.416574,EIA815
-82.438092,27.951847,347,BUCKEYE TERMINALS LLC,TAMPA NORTH TERMINAL,Florida,1,-82.438092,27.951847,EIA815
-75.064059,39.979924,348,BUCKEYE TERMINALS LLC,PENNSAUKEN,New Jersey,1,-75.064059,39.979924,EIA815
-76.585368,39.210336,349,BUCKEYE TERMINALS LLC,BALTIMORE,Maryland,1,-76.585368,39.210336,EIA815
-72.076423,41.33582,350,BUCKEYE TERMINALS LLC,GROTON,Connecticut,1,-72.076423,41.33582,EIA815
-74.104746,40.662199,351,BUCKEYE TERMINALS LLC,BAYONNE,New Jersey,1,-74.104746,40.662199,EIA815
-74.002352,40.668932,352,BUCKEYE TERMINALS LLC,BROOKLYN,New York,1,-74.002352,40.668932,EIA815
-74.126406,40.708145,353,BUCKEYE TERMINALS LLC,NEWARK DELANCY,New Jersey,1,-74.126406,40.708145,EIA815
-73.752164,42.609949,354,BUCKEYE TERMINALS LLC,RENSSELAER,New York,1,-73.752164,42.609949,EIA815
-73.902477,40.806344,355,BUCKEYE TERMINALS LLC,BRONX,New York,1,-73.902477,40.806344,EIA815
-72.577715,42.117709,356,BUCKEYE TERMINALS LLC,SPRINGFIELD,Massachusetts,1,-72.577715,42.117709,EIA815
-79.8618,40.5715,357,BUCKEYE TERMINAL LLC,INDIANOLA TERMINAL,Pennsylvania,1,-79.8618,40.5715,EIA815
-74.752426,40.186613,358,BUCKEYE TERMINALS LLC,TRENTON TERMINAL,New Jersey,1,-74.752426,40.186613,EIA815
-75.555204,40.51554,359,BUCKEYE TERMINALS LLC,MACUNGIE NORTH TERMINAL,Pennsylvania,1,-75.555204,40.51554,EIA815
-76.963029,41.241316,360,BUCKEYE ENERGY SERVICES,WILLIAMSPORT TERMINAL,Pennsylvania,1,-76.963029,41.241316,EIA815
-75.933352,40.396824,361,BUCKEYE ENERGY SERVICES,TUCKERTON TERMINAL,Pennsylvania,1,-75.933352,40.396824,EIA815
-73.763952,42.618016,362,BUCKEYE ALBANY TERMINAL LLC,ALBANY,New York,1,-73.763952,42.618016,EIA815
-65.853909,18.045145,363,BUCKEYE CARIBBEAN TERMINAL,YABUCOA,Puerto Rico,6,-65.853909,18.045145,EIA815
-83.278025,42.255185,364,BUCKEYE PIPE LINE HOLDINGS LP,TAYLOR TERMINAL,Michigan,2,-83.278025,42.255185,EIA815
-88.354444,39.795556,365,BUCKEYE DEVELOPMENT & LOGISTICS,TUSCOLA,Illinois,2,-88.354444,39.795556,EIA815
-85.448056,40.889722,366,BUCKEYE DEVELOPMENT & LOGISTICS,HUNTINGTON,Indiana,2,-85.448056,40.889722,EIA815
-121.291294,37.950372,367,BUCKEYE DVLP & LOGISTICS,STOCKTON,California,5,-121.291294,37.950372,EIA815
-121.522145,38.569586,368,BUCKEYE DVLP & LOGISTICS,SACRAMENTO,California,5,-121.522145,38.569586,EIA815
-97.499549,27.82792,369,BUCKEYE TEXAS HUB LLC,CORPUS CHRISTI,Texas,3,-97.499549,27.82792,EIA815
-90.208132,29.139254,370,C-PORTSTONE LLC,PORT FOURCHON,Louisiana,3,-90.208132,29.139254,EIA815
-90.20247,29.12394,371,C-PORTSTONE LLC,PORT FOURCHON 2,Louisiana,3,-90.20247,29.12394,EIA815
-112.176151,33.449281,372,CALJET,PHOENIX,Arizona,5,-112.176151,33.449281,EIA815
-75.615915,38.363515,373,CATO INC,SALISBURY,Maryland,1,-75.615915,38.363515,EIA815
-89.299528,43.038705,374,CHS INC,MCFARLAND,Wisconsin,2,-89.299528,43.038705,EIA815
-91.416909,44.89429,375,CHS INC,CHIPPEWA FALLS,Wisconsin,2,-91.416909,44.89429,EIA815
-101.301316,48.234156,376,CHS INC,MINOT,North Dakota,2,-101.301316,48.234156,EIA815
-104.712923,47.101509,377,CHS INC,GLENDIVE,Montana,4,-104.712923,47.101509,EIA815
-114.034163,46.900363,378,CENEX PL LLC,MISSOULA,Montana,4,-114.034163,46.900363,EIA815
-111.427,45.8844,379,CENEX PL LLC,LOGAN,Montana,4,-111.427,45.8844,EIA815
-101.37518,35.685114,380,CHEVRON PHILLIPS CHEMICAL CO,CLEMENS,Texas,3,-101.37518,35.685114,EIA815
-77.25916,42.30498,381,CRESTWOOD MIDSTREAM PARTNERS LP,SAVONA,New York,1,-77.25916,42.30498,EIA815
-68.784677,44.778823,382,COLD BROOK ENERGY INC,HAMPDEN,Maine,1,-68.784677,44.778823,EIA815
-91.273621,30.722305,383,ENERGY LOGISTICS SOLUTIONS LLC,BATON ROUGE ELS,Louisiana,3,-91.273621,30.722305,EIA815
-93.527077,41.56855,384,PHILLIPS 66 COMPANY - DES MOINES,DES MOINES IA,Iowa,2,-93.527077,41.56855,EIA815
-114.03065,46.896041,385,PHILLIPS 66 COMPANY - MISSOULA,MISSOULA MT,Montana,4,-114.03065,46.896041,EIA815
-97.437247,35.478662,386,PHILLIPS 66 COMPANY - OKLAHOMA CITY,OKLAHOMA CITY OK,Oklahoma,2,-97.437247,35.478662,EIA815
-117.319423,47.66843,387,PHILLIPS 66 COMPANY - SPOKANE,SPOKANE WA,Washington,5,-117.319423,47.66843,EIA815
-74.23296,40.637645,388,PHILLIPS 66 COMPANY - LINDEN,LINDEN NJ,New Jersey,1,-74.23296,40.637645,EIA815
-74.255204,40.631995,389,PHILLIPS 66 COMPANY - TREMLEY POINT,TREMLEY POINT NJ,New Jersey,1,-74.255204,40.631995,EIA815
-109.309228,41.559309,390,PHILLIPS 66 COMPANY - ROCK SPRINGS,ROCK SPRINGS WY,Wyoming,4,-109.309228,41.559309,EIA815
-118.2784,33.908921,391,PHILLIPS 66 COMPANY - LOS ANGELES,LOS ANGELES CA,California,5,-118.2784,33.908921,EIA815
-117.366543,34.063189,392,PHILLIPS 66 COMPANY - COLTON,COLTON CA,California,5,-117.366543,34.063189,EIA815
-121.514597,38.567564,393,PHILLIPS 66 COMPANY - SACRAMENTO,SACRAMENTO CA,California,5,-121.514597,38.567564,EIA815
-122.3687,37.913134,394,PHILLIPS 66 COMPANY - RICHMOND,RICHMOND CA,California,5,-122.3687,37.913134,EIA815
-106.901335,44.664588,395,PHILLIPS 66 COMPANY - SHERIDAN,SHERIDAN WY,Wyoming,4,-106.901335,44.664588,EIA815
-95.993892,36.009939,396,PHILLIPS 66 COMPANY - GLENPOOL,GLENPOOL OK,Oklahoma,2,-95.993892,36.009939,EIA815
-93.269438,30.244476,397,PHILLIPS 66 COMPANY - LAKE CHARLES,WESTLAKE LA,Louisiana,3,-93.269438,30.244476,EIA815
-122.741673,45.562517,398,PHILLIPS 66 COMPANY - PORTLAND,PORTLAND OR,Oregon,5,-122.741673,45.562517,EIA815
-111.043056,45.700009,399,PHILLIPS 66 COMPANY - BOZEMAN,BOZEMAN MT,Montana,4,-111.043056,45.700009,EIA815
-111.221595,47.520248,400,PHILLIPS 66 COMPANY - GREAT FALLS,GREAT FALLS MT,Montana,4,-111.221595,47.520248,EIA815
-108.495105,45.782267,401,PHILLIPS 66 COMPANY - BILLINGS,BILLINGS MT,Montana,4,-108.495105,45.782267,EIA815
-111.981429,46.591298,402,PHILLIPS 66 COMPANY - HELENA,HELENA MT,Montana,4,-111.981429,46.591298,EIA815
-119.277158,47.13194,403,PHILLIPS 66 COMPANY - MOSES LAKE,MOSES LAKE WA,Washington,5,-119.277158,47.13194,EIA815
-97.7333,36.8069,404,PHILLIPS 66 COMPANY - MEDFORD LPG,MEDFORD OK,Oklahoma,2,-97.7333,36.8069,EIA815
-122.74083,45.56354,405,PHILLIPS 66,PHILLIPS 66 PORTLAND LUBRICANTS,Oregon,5,-122.74083,45.56354,EIA815
-93.34305,30.14893,406,PHILLIPS 66,PHILLIPS 66 - GCLP,Louisiana,3,-93.34305,30.14893,EIA815
-90.095207,38.812848,407,PHILLIPS 66,HARTFORD,Illinois,2,-90.095207,38.812848,EIA815
-81.050366,32.072748,408,PHILLIPS 66,SAVANNAH LUBRICANTS,Georgia,1,-81.050366,32.072748,EIA815
-95.744703,29.072278,409,PHILLIPS 66,FREEPORT,Texas,3,-95.744703,29.072278,EIA815
-96.704241,40.697383,410,PHILLIPS 66 COMPANY - LINCOLN,LINCOLN NE,Nebraska,2,-96.704241,40.697383,EIA815
-122.433121,47.258076,411,PHILLIPS 66 COMPANY - TACOMA,TACOMA WA,Washington,5,-122.433121,47.258076,EIA815
-122.223441,47.458558,412,PHILLIPS 66 COMPANY - RENTON,RENTON WA,Washington,5,-122.223441,47.458558,EIA815
-93.819078,37.097505,413,PHILLIPS 66 COMPANY - MT VERNON,MT VERNON MO,Missouri,2,-93.819078,37.097505,EIA815
-97.104719,36.680875,414,PHILLIPS 66 COMPANY - PONCA CITY,PONCA CITY OK,Oklahoma,2,-97.104719,36.680875,EIA815
-101.882079,33.61153,415,PHILLIPS 66 COMPANY - LUBBOCK,LUBBOCK TX,Texas,3,-101.882079,33.61153,EIA815
-97.335579,37.68698,416,PHILLIPS 66 COMPANY - WICHITA SOUTH,S WICHITA KS,Kansas,2,-97.335579,37.68698,EIA815
-118.288897,33.777221,417,PHILLIPS66,LOS ANGELES LUBRICANTS PLANT,California,5,-118.288897,33.777221,EIA815
-106.654798,34.987436,418,PHILLIPS 66 PIPELINE LLC - ABQ,ALBUQUERQUE NM,New Mexico,3,-106.654798,34.987436,EIA815
-104.938476,39.797619,419,PHILLIPS 66 PIPELINE LLC - DENVER,DENVER CO,Colorado,4,-104.938476,39.797619,EIA815
-90.178237,38.586364,420,PHILLIPS 66 PIPELINE LLC - EAST STL,EAST ST LOUIS IL,Illinois,2,-90.178237,38.586364,EIA815
-101.887674,35.264812,421,PHILLIPS 66 PIPELINE LLC - AMARILLO,AMARILLO TX,Texas,3,-101.887674,35.264812,EIA815
-103.494368,37.992354,422,PHILLIPS 66 PIPELINE LLC - LA JUNTA,LA JUNTA CO,Colorado,4,-103.494368,37.992354,EIA815
-111.864067,40.77491,423,PHILLIPS 66 PIPELINE LLC-N SALT LAKE,N SALT LAKE CITY UT,Utah,4,-111.864067,40.77491,EIA815
-119.956175,35.647165,424,PHILLIPS 66 PL LLC,JUNCTION TERMINAL,California,5,-119.956175,35.647165,EIA815
-95.556667,28.985556,425,PHILLIPS 66 PIPELINE LLC - CLEMENS,CLEMENS CAVERNS - BRAZORIA TX,Texas,3,-95.556667,28.985556,EIA815
-106.25455,42.85478,426,PHILLIPS 66 PIPELINE LLC - CASPER,CASPER WY,Wyoming,4,-106.25455,42.85478,EIA815
-90.09595,38.812905,427,PHILLIPS 66 COMPANY - HARTFORD,HARTFORD IL,Illinois,2,-90.09595,38.812905,EIA815
-95.182959,29.73592,428,PHILLIPS 66 CARRIER LLC - PASADENA,PASADENA TX,Texas,3,-95.182959,29.73592,EIA815
-92.214182,38.549059,429,PHILLIPS 66 CARRIER LLC - JEFF CITY,JEFFERSON CITY MO,Missouri,2,-92.214182,38.549059,EIA815
-97.306792,37.752229,430,PHILLIPS 66 CARRIER LLC - WICHITA,WICHITA KS,Kansas,2,-97.306792,37.752229,EIA815
-94.610562,39.125277,431,PHILLIPS 66 CARRIER LLC - KANSAS CIT,KANSAS CITY KS,Kansas,2,-94.610562,39.125277,EIA815
-94.885231,38.504949,432,PHILLIPS 66 CARRIER LLC - PAOLA,PAOLA KS,Kansas,2,-94.885231,38.504949,EIA815
-93.990322,29.987932,433,PHILLIPS 66 GULF COAST PROPERTIE,BEAUMONT TERMINAL,Texas,3,-93.990322,29.987932,EIA815
